###############################################################################
# SDCS (nb/GeV^6) for the 3P1 Singlet channel, unpolarized
# Matrix element normalization follows PRD51 (1995) 1125 Eq. (6.3c) 
###############################################################################
# pT  LP+NLO              LO                    NLO
###############################################################################
101    -0.001542711862937603    5.31240957284269e-6    -0.0007309574589683614
102    -0.0014593580519428303    4.926673298268543e-6    -0.000693059989303864
103    -0.0013811632698349863    4.572000590966255e-6    -0.0006574281582979354
104    -0.0013077610345005228    4.245644313602047e-6    -0.0006239018060000102
105    -0.0012388144886989975    3.945121879574139e-6    -0.0005923341058497472
106    -0.0011740137110901137    3.6681877119284805e-6    -0.0005625902864843182
107    -0.0011130732979284597    3.41280878235836e-6    -0.0005345464913296055
108    -0.0010557301855041478    3.17714286227003e-6    -0.000508088759571369
109    -0.0010017416870130545    2.9595191646492273e-6    -0.0004831121142319667
110    -0.0009508837206750353    2.7584210959275533e-6    -0.00045951974490911755
111    -0.0009029460972824665    2.572470872116889e-6    -0.00043722227431064985
112    -0.000857740997424413    2.40041578391008e-6    -0.00041613709908031504
113    -0.0008150912263825568    2.2411159218882556e-6    -0.000396187796586913
114    -0.0007748326110752167    2.0935331959765097e-6    -0.00037730359036827976
115    -0.000736812927656782    1.956721503325998e-6    -0.00035941886780627575
116    -0.0007008909268745036    1.8298179162731305e-6    -0.0003424727443776367
117    -0.0006669354474170247    1.7120347772818383e-6    -0.00032640866949474446
118    -0.0006348246085503861    1.6026526011103746e-6    -0.0003111740695339251
119    -0.0006044450742736466    1.5010136961137881e-6    -0.00029672002415847366
120    -0.0005756913820538755    1.4065164268174976e-6    -0.00028300097248937537
